NEWS TITLE,NEWS LINK,SOURCE,CONTENTS
Soyinka: I’ve never heard anyone threaten the judiciary on TV the way Datti did,https://www.thecable.ng/soyinka-ive-never-heard-anyone-threaten-the-judiciary-on-tv-the-way-datti-did/,TheCable,"Wole Soyinka, the Nobel laureate, has described the comments by Datti Baba-Ahmed, vice-presidential candidate of the Labour Party (LP), in a recent interview as containing “fascistic language”.
Soyinka spoke in a chat with Arise TV on Wednesday.
On March 22, Datti, in an interview with Channels TV, said the country has no president-elect despite the Independent National Electoral Commission (INEC) announcing Bola Tinubu of the All Progressives Congress (APC) as the winner of the election.
The LP vice-presidential candidate said Tinubu would be leading an unconstitutional government if sworn into office because the APC candidate “has not met requirements of the law”.
The interview has elicited criticism from political stakeholders as well as a N5 million fine for the TV station.
Adding his voice to the conversation, Soyinka described Datti’s remarks as a “kind of do-or-die attitude and provocation” that goes contrary to democratic disposition.
He said the LP vice-presidential candidate tried to “dictate to the supreme arbiter of the nation”, adding that it was unacceptable.
“I have never heard anyone threaten the judiciary on television the way Datti did. I heard the kind of menacing, blackmailing language as that to which we were treated by Datti. That kind of do-or-die attitude and provocation is not what I think we have all been struggling for,” Soyinka said.
“Nearly the totality of Datti’s comment in the interview was unbecoming. It was like trying to dictate to the supreme arbiter of the nation, and whatever you think of the supreme court, it is an institution we all refer to sooner or later.
“But Datti kept saying, in his wisdom, that the supreme court must agree with me. That is what is known as fascistic language and it is not acceptable.”
‘FAKE NEWS ATTRIBUTED TO ME’
The Nobel laureate has been one of the most prominent victims of fake news in the country in recent years.
The latest was a viral social media post which claimed he endorsed Tinubu during the run-up to the presidential election.
Reacting to what he called “nauseating and praise-singing tracts”, Soyinka announced a $1000 reward for “anyone who can finger successfully the author of some of the tracts which have been attributed to me over the past six months”.
“Please beware of fake news. A lot of damage is being done by fake news. Even as recently as a few days ago. Some garbage, verbiage, nauseating and praise-singing tracts which we have seen so many times before have been resurrected and attributed to Wole Soyinka. It makes me sick. If people want to be praise singers let them do it in their own father’s name and leave Soyinka out of it,” he said.
“I want to use this opportunity to announce a reward of $1000 to anyone who can finger successfully the author of some of the tracts which have been attributed to me over the past six months.”



"
Datti to CJN: Don’t swear in Tinubu | There’s no president-elect for now,https://www.thecable.ng/datti-to-cjn-dont-swear-in-tinubu-theres-no-president-elect-for-now/,TheCable,"Datti Baba-Ahmed, the vice-presidential candidate of the Labour Party (LP), says Bola Tinubu did not meet the constitutional requirements to become Nigeria’s president.
Speaking on Wednesday in an interview on Channels Television, Baba-Ahmed said Tinubu failed to fulfill the requirements stipulated in the section of the 1999 constitution (as amended) for election to the office of the president.
On March 1, the Independent National Electoral Commission (INEC) declared Tinubu as the winner of the February 25 presidential election.
Tinubu, the candidate of the All Progressives Congress (APC), scored 8,794,726 votes and secured the 25 percent threshold of total votes in 30 states of the federation but failed to have the threshold in votes cast in the federal capital territory (FCT).
Section 134 (2) of the 1999 constitution says: “A candidate for an election to the office of President shall be deemed to have been duly elected where, there being more than two candidates for the election: (a) he has the highest number of votes cast at the election; and (b) he has not less than one-quarter of the votes cast at the election in each of at least two-thirds of all the States in the Federation and the Federal Capital Territory, Abuja.
The declaration of Tinubu as the President-elect despite not getting 25 percent of the votes cast in FCT has continued to generate debates.
Speaking on the development,  Baba-Ahmed said swearing in Tinubu as president is “ending democracy” and a clear violation of the 1999 constitution.
He asked Olukayode Ariwoola, the chief justice of Nigeria (CJN), not to participate in the swearing-in of Tinubu as president over what he described as a “violation” of the constitution.
“Section 134 stipulates who should be declared and issued a certificate of return. It is only that candidate that has scored the highest number of votes and at least 25 percent each in at least two-thirds of the states of the federation and the FCT,” he said.
“Now, it is very clear that Tinubu does not have 25 percent in the FCT, we denied him. We got 61 percent. Atiku does not have 25 percent in the FCT. We denied both of them.
“By clear and unambiguous provisions of the Nigerian constitution, which must not be breached, Tinubu has not satisfied the requirement to be declared President-elect. Accordingly, there is no President-elect for Nigeria now. Because the declared one violates the constitution of the Federal Republic of Nigeria and I know what I’m saying.
“Swearing in a ticket that has not met the constitutional requirement is ending democracy. That is indeed the correct interpretation. You cannot swear in people who have not met the constitutional requirement. if you do it, you have done something unlawful and unconstitutional.
“Mr President, do not hold that inauguration. CJN, your lordship, do not participate in unconstitutionality. It is extreme and I’m saying it. It was more extreme for Yakubu to issue that certificate. It was reckless.”

"
"‘Just do your job’ — Obi knocks FG over spate of killings in Plateau, Benue",https://www.thecable.ng/just-do-your-job-obi-knocks-fg-over-spate-of-killings-in-plateau-benue/amp/,TheCable ,"Peter Obi, presidential candidate of the Labour Party (LP) in the 2023 poll, has criticised the federal government for the spate of killings in Plateau and Benue states.
On Monday, gunmen attacked Zurak village in Wase LGA of the state and reportedly killed more than 40 residents.
Obi described the latest killings as one too many, and asked the federal government to live up to its constitutional responsibility of protecting lives and property. 
“One continues to be disheartened by the persistent reports of terrorist attacks across Plateau, Benue, and other parts of the country,” the former Anambra governor wrote on X.
“The recent reports of an attack in Zurak village in Wase LGA of Plateau state which has left about 40 people dead and many others hospitalized remains a very sad one, which must be condemned in strong terms. 
“This adds to the growing number of these heinous attacks. These repeated attacks particularly in Plateau have become too many to make any discerning mind worrisome.
“Again, I call on the government to rise to its responsibilities of securing the lives and property of Nigerians with corresponding actions.
“Above all, we must take every necessary measure to drastically reduce insecurity in the nation by investing in the critical areas of human development; education, health, and lifting people out of poverty.”
On April 18, gunmen killed at least 12 people in the Tilengpat community of Pushit district, in Mangu LGA of Plateau.
Before this, gunmen killed at least 10 residents of Mandar Shar and Kopnanle villages under Mangu and Bokkos LGAs.
There have also been persistent gunmen attacks in the north-central state of Benue, exacerbated by an age-long farmer-herder crisis.

"
EFCC arrests woman in Gombe for ‘spraying naira at party’,https://www.thecable.ng/efcc-arrests-woman-in-gombe-for-spraying-naira-at-party/amp/,TheCable ,"The Economic and Financial Crimes Commission (EFCC) says its operatives in Gombe have arrested a woman, Janty Emmanuel, for abusing the naira at a social event.
In a statement on Tuesday, Dele Oyewale, spokesperson of the EFCC, said Emmanuel was arrested on Monday after she was spotted spraying naira notes at an event.
Oyewale said Emmanuel admitted to committing the crime after being shown a piece of video evidence, adding that the suspect will be charged in court after all investigations have been concluded on the matter.
“Upon arrest, the suspect was shown the video where she was dancing at G-Connect, Tumfure, Gombe State and spraying Naira notes of N1000 denomination,” the statement reads.
“She admitted committing the crime. She will be charged to court as soon as investigations are concluded.”
On Monday, the agency announced that it had secured the conviction of 31 individuals involved in illegal currency trading and abuse of the naira in Kano.
Last month, Bobrisky, the social media celebrity, was sentenced to six months in prison for abusing the naira notes.


"
Police arrest Uzodimma’s ex-aide who ‘led attack on Ajaero’,https://www.thecable.ng/police-arrest-uzodimmas-ex-aide-who-led-attack-on-ajaero/amp/,TheCable ,"The police command in Imo has arrested Chinasa Nwaneri, former adviser on special duties to Hope Uzodimma, governor of Imo. 
Henry Okoye, the command’s spokesperson, said one Emmanuel Ezeanochie, president of Imo State Amalgamated Markets and Traders Association (ISAMATA), was arrested alongside Nwaneri for “harassing, intimidating and frustrating residents of the state”.
He said an investigation is underway, adding that further developments will be communicated to the media. 
“The former aide to the governor, Chinasa Nwaneri, ISAMATA President and three others were arrested over an allegation of Malicious Damage, Fraudulent Activities, Obtaining Money Under False Pretence and Illegal Use of Government Power/Authority to Harass, Intimidate and Frustrate the Citizens of Imo State,” Okoye said.
Nwaneri was among the aides not reappointed by Uzodimma after the governor won a second term in office. 
Last year, a group known as the Dozie-Mezie Owerri Association accused Nwaneri of leading the assault on Joe Ajaero, national president of the Nigeria Labour Congress (NLC).
On November 1, 2023, Ajaero was picked up from the Imo council secretariat of the NLC by heavily armed police officers. 
At the time, the NLC said Ajaero was beaten and blindfolded immediately after he was arrested by security operatives.


"
‘Disturbing tragedy’ — Tinubu condoles with Iran over death of president,https://www.thecable.ng/disturbing-tragedy-tinubu-condoles-with-iran-over-death-of-president/amp/,TheCable ,"President Bola Tinubu has commiserated with the Islamic Republic of Iran over the death of President Ebrahim Raisi.
Raisi died in a helicopter crash that also had Hossein Amirabdollahian, foreign minister; Malek Rahmati, governor of East Azarbaijan province; and some other government officials on board. 
In a statement on Monday by Ajuri Ngelale, special adviser to the president, Tinubu described Raisi’s death as a disturbing tragedy for Iran.
“President Tinubu expresses profound grief over this disturbing tragedy and describes President Raisi as a leader who was passionately committed to the development of Iran,” Tinubu said
“While commiserating with the bereaved families, President Tinubu prays for the continuous peace, stability, and prosperity of the Iranian nation.  
“On behalf of the government and people of Nigeria, the President assures the Islamic Republic of Nigeria’s support and prayers in this moment of grief.”
"
36 house of assembly speakers back creation of state police,https://www.thecable.ng/36-house-of-assembly-speakers-back-creation-of-state-police/amp/,TheCable ,"The speakers of Nigeria’s 36 state houses of assembly have supported the ongoing process by the national assembly to create state police.
The speakers made their resolution known in a communique issued at the end of the meeting of the conference of speakers of state legislatures held in Abuja on Thursday.
Adebo Ogundoyin, speaker of the Oyo house of assembly and chairman of the conference, signed the communique.
The speakers said state policing would check the negative trend of insecurity in the country.
“To achieve this, the Conference appeals to the National Assembly, Presidency and other relevant Stakeholders to leverage on the ongoing constitution review exercise,” the communique reads.
The two chambers of the national assembly are working to amend some provisions of the 1999 constitution to include items such as state police.
Last month, Kayode Egbetokun, inspector-general of police (IGP), said Nigeria is not “mature” for state police.
On February 15, the federal government set up a committee to explore the creation of state police in the country.
Mohammed Idris, minister of information and national orientation, said President Bola Tinubu and governors have agreed on modalities for the concept.
The minister added that a series of meetings would take place to determine the workability of a decentralised police force.



"
‘I’ve deep understanding of issues’ — Charles Oludare vies for Aiyedatiwa’s running mate,https://www.thecable.ng/ive-deep-understanding-of-issues-charles-oludare-vies-for-aiyedatiwas-running-mate/amp/,TheCable ,"Charles Oludare, a medical doctor and member of the All Progressives Congress (APC), has declared his intention to deputise Lucky Aiyedatiwa, governor of Ondo, ahead of the November 16 gubernatorial election.
On January 25, the Ondo house of assembly confirmed Olayide Adelami, a former deputy clerk of the national assembly, as the deputy governor of the state.
Aiyedatiwa had nominated Adelami for the position of deputy governor after he was sworn in to replace the late Rotimi Akeredolu as governor on December 23, 2023.
In a discussion with journalists in Akure, Oludare, the convener of Social Rehabilitation Support and Grace Initiative (SRG), said he has the professional and political nous to work with Aiyedatiwa.
“If Mr governor would be so kind as to consider me for such an esteemed position… I would not want to be considered merely for my age but to be considered for my intellectual abilities and my love for my people of Ondo state,” he said.
“I believe I have a deep understanding of most of our problems and I have the ability to communicate effectively which is integral to solving all of them.
“This is why I will consider myself eminently qualified for the role of a deputy governor than anyone else.
“Today, I bring a wealth of experience from the global healthcare sector, having worked with AstraZeneca, a multinational pharmaceutical company.
“I represent a different generation; a generation that accounts for over 70 percent of Nigeria’s voting population, so I definitely bring a different perspective and different way of thinking to the table. 
“Democracy is a game of numbers. You need to build consensus and the government needs to be able to convey its plans and ideas to the people in a way that they can relate to.
“I believe I bring that unique relatability to the current government. I bring vitality and vigour and a whole lot of ideas. Some we have to invent but most we just have to apply.”
"
‘Right thing will be done’ — EFCC replies group seeking Matawalle’s probe over ‘N70bn fraud’,https://www.thecable.ng/right-thing-will-be-done-efcc-tells-group-calling-for-probe-of-matawalles-n70bn-fraud-case/amp/,TheCable ,"The Economic and Financial Crimes Commission (EFCC) says it will conduct a thorough investigation into the allegation against Bello Matawalle, minister of state for defence.
In January, the commission said it would revisit the probe of Mattawalle over alleged N70 billion money laundering while he was the governor of Zamfara.
Addressing some protesters at the anti-graft headquarters in Abuja on Wednesday, Dele Oyewale, EFCC spokesperson, assured that the alleged fraud case against the former governor would be thoroughly investigated and brought to a convincing end.
“Investigations, as far as anti-corruption work is concerned, are not a press-button thing. Investigations have to be detailed; they have to be thorough, fully integrated, and broad-based. You have aired your views, and we will do what we’re supposed to do,” the EFCC spokesperson told the protesters.
“We’ll convey your message to the executive chairman. As you can see, the admin has been doing marvellously well, and it’ll do more.
“Every single thing that you have addressed in your letter will be conveyed to the appropriate quarters, and I can assure you that the right thing will be done.”
Speaking earlier, Aliyu Yunusa, chairman of Tinubu Youth and Women Network, a support group protesting Matawalle’s alleged fraud case, alleged that the minister mismanaged public funds and resources during his tenure as governor from 2019 to 2023.
Yunusa said the governor allegedly diverted government funds through proxies and contractors who received payments for contracts that were not executed.
“It is on record that on May 18, 2023, the Economic and Financial Crimes Commission (EFCC), through its then Director of Media and Public Affairs, Osita Nwajah, stated that the EFCC is investigating Governor Matawalle over allegations of massive corruption, award of fictitious contracts, and diversion of over N70 billion,” he said.
“According to the EFCC, the money, which was sourced as a loan from an old-generation bank purportedly for the execution of projects across the local government areas of the state, was allegedly diverted by the governor through proxies and contractors who received payment for contracts that were not executed.
“The commission’s investigations revealed that over 100 companies had received payments from the funds, with no evidence of service rendered to the state. Some of the contractors who had been invited and quizzed by the commission made startling revelations on how the governor allegedly compelled them to return the funds received from the state coffers back to him through his aides after converting the same to United States dollars (hard currency).
“The companies confirmed that they did not render any service to Zamfara state.
“Still, they were allegedly directed to convert the monies paid to them into United States dollars (hard currency) and return them to the state governor through some of his commissioners, notably those in charge of Finance and Local Government Affairs.”
Last October, the Zamfara government revealed how Matawalle approved a 100 percent payment of over one billion Naira for fencing, landscaping, and furnishing of governor’s lodges in 14 LGAs before the project began.



"
"‘71 children, 48 women’ — NEMA receives 150 Nigerians repatriated from Chad",https://www.thecable.ng/71-children-48-women-nema-receives-150-nigerians-repatriated-from-chad/amp/,TheCable ,"The National Emergency Management Agency (NEMA) says it has received 150 stranded Nigerians repatriated from the Chad Republic.
In a statement on Wednesday, the agency said the repatriated Nigerians include 71 children, 48 females, eight infants, and 23 men.
The agency said the evacuated Nigerians arrived at the Muritala Muhammed International Airport, Lagos, on Tuesday at about 8:30 pm.
“The Nigerians were assisted back in a voluntary repatriation exercise programme by the United Nations International Organisation for Migration (UN’IOM) on Tuesday, 14th, 2024,” the agency said.
“The flight Air Cargo with registration number SU-BUR landed at the cargo wing of Muritala Muhammed International Airport, Ikeja, at about 2030 hours.
“The profiles of the returnees indicate that 23 males, 48 females, 71 children, and 8 infants arrived in Nigeria aboard the flight.
“Some of the returnees demonstrated their joy at the success of their return back to Nigeria. Agencies on the ground to receive the Nigerians were NEMA, Immigration Services, Nigeria Port Health Services, FAAN, and the Nigeria Refugee Commission.”
Last year, 104 stranded Nigerians were repatriated from N’Djamena, the capital of the Chad Republic.

"
Police: Two brothers arrested for stealing transformer cables in Lagos,https://www.thecable.ng/police-two-brothers-arrested-for-stealing-transformer-cables-in-lagos/amp/,TheCable ,"Two brothers, Igwe Kingsley and Igwe Chinedu, have been arrested for vandalising and stealing transformer cables on Onitiri avenue in the Abule Egba area of Lagos.
In a statement posted on X on Tuesday by the police command in Lagos, the two siblings were arrested by residents of the area.
“Two brothers, Igwe Kingsley ‘m’ and Igwe Chinedu ‘m’ were arrested by vigilant residents of Onitiri Avenue, Abule Egba while they were vandalizing transformer cables in the area,” the statement reads.
“They were thereafter handed over to police officers of Oko-Oba Division together with the exhibits. An investigation is ongoing.”
On May 8, the Lagos State Neighbourhood Safety Corps (LNSC) arrested one Friday Nwafor for vandalising and stealing road light indicators on the Third Mainland Bridge.
In a post on his X page, Jubril Gawat, senior special assistant on new media to Babajide Sanwo-Olu, Lagos governor, said the 46-year-old vandal was handed over to the police after he was caught with the road studs removed from the newly renovated bridge."
Police arrest ‘428 criminals in Lagos black spots’ in one week,https://www.thecable.ng/police-arrest-428-criminals-in-lagos-black-spots-in-one-week/amp/,TheCable ,"The police command in Lagos says its operatives arrested no fewer than 428 suspected criminals in various black spots in the state within a week. 
On Monday, Benjamin Hundeyin, the command’s spokesperson, said officers raided the black spots around 11.15am daily.
He said suspects were arrested in areas like Fagba, Orile, Mile-2, Oshodi, Dopemu, Alausa, and Ijora Badia.
Hundeyin said the operations were carried out by area commands, divisions, and tactical teams, including officers of the Rapid Response Squad (RRS).
He added that after the multiple arrests, those who were innocent were released, while the culpable ones will be charged to court.
Last month, the police in Lagos said it arrested 1,802 suspects during raids on different black spots, in two weeks.


"
"Gunmen kill another Okomu oil worker, leave ‘warning note for Obaseki",https://www.thecable.ng/gunmen-kill-another-okomu-oil-worker-leave-warning-note-for-obaseki/amp/,TheCable ,"Gunmen on Sunday killed another Okomu Oil Palm Company Plc worker during an attack on the Imariogha community in Ovia south-west LGA of Edo state.
On May 9, Okomu Oil announced that three of its workers were killed in an attack by some armed men.
The company said three rubber plantation workers were killed in the first attack on May 6, while four others were injured in another attack on May 7.
NAN reports that a group of armed men who have been identified as “Ijaw Freedom Fighters” attacked the community near the Okomu oil palm plantation.
Rex Akpokiniovo, one of the community leaders, said one Okomu oil palm worker was killed.
Akpokiniovo added that Gabriel Okorugbe, chief of the community, sustained injuries during the attack and has been hospitalised.
He said the gunmen left a warning note addressed to Godwin Obaseki, governor of Edo, on the chest of the person who was killed.
“The corpse of the dead person has been taken away by the police. My house was attacked and my car burnt down by the gunmen who came into the community at midnight and started shooting sporadically into the air,” Akpokiniovo said.
“One of the Okomu workers, who resides in the community, was killed while the invaders left a warning note on his chest.
“According to the note addressed to Gov. Godwin Obaseki, the attackers, who identified themselves as Ijaw Freedom Fighters, made several demands from the management of Okomu Oil Palm Plc.
“Some of the demands included a directorship position in the Okomu oil palm company and 25 percent of the company’s shares. We are not fighting any security personnel, but Okomu oil company.”
Funsho Adegboye, commissioner of police in Edo, confirmed the incident.
“We are aware of the incident and have visited the community. We are already holding talks in partnership with sister security organisations and Okomu oil palm company to arrest the situation,” Adegboye said.


"
"Tinubu swears in two NPC commissioners from Ogun, Osun",https://www.thecable.ng/tinubu-swears-in-two-npc-commissioners-from-ogun-osun/amp/,TheCable ,"President Bola Tinubu has sworn in two additional commissioners of the National Population Commission (NPC).
Two months ago, the president inaugurated 17 commissioners after they had appeared before the committee on national identity card and population.
At the council chamber of the presidential villa on Monday, Tinubu swore in Fasuwa Johnson from Ogun state, and Amidu Raheem from Osun.
The 17 commissioners inaugurated in March are Emmanuel Eke (Abia), Chidi Ezeoke (Anambra), Alex Ukam (Cross River), Blessyn Brume-Maguha (Delta), and Jeremiah Nwankwegu (Ebonyi).
Others include Sa’adatu Garba (Kaduna), Aminu Tsanyawa (Kano), Yori Afolabi (Kogi), Mary Afan(Plateau), and Ogiri Henry (Rivers).
Those returned are Isa Buratai (Borno), Tony Alyejina (Edo), Clifford Zirra (Adamawa), Ejike Ezeh (Enugu), Abubakar Damburam (Gombe), Uba Nnabue (Imo), and Sani Sale (Taraba).
Before the federal executive council (FEC) went into a closed session, the cabinet observed a minute’s silence in honour of Fabian Osuji, a former minister of education; and Ogbonnaya Onu, former minister of science and technology.
Osuji, who died at the age of 82 in February, was minister during the tenure of former President Olusegun Obasanjo.
Onu was minister under former President Muhammadu Buhari. He died at 72.


"
